,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
80,Asus Zenfone Go ZB450KL,True,True,True,False,"2016, July. Released 2016, August",Discontinued,136.5 x 66.7 x 11.2 mm (5.37 x 2.63 x 0.44 in),135 g (4.76 oz),,Nano-SIM + Micro-SIM,,IPS LCD,"4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,"Android 6 (Marshmallow), ZenUI 2",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),8GB 1GB RAM,"8 MP, f/2.0, AF","LED flash, HDR, panorama",720p,"2 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable",,,"Glacier Grey/Silver, Blue/Sheer Gold, Charcoal Black, Pearl White, Glamor Red, Lemon Yellow",X009DA,,,About 110 EUR,,,"717,929 hits",
81,Asus Zenfone Go ZB452KG,True,True,False,False,"2016, April. Released 2016, April",Discontinued,136.5 x 66.7 x 11.2 mm (5.37 x 2.63 x 0.44 in),125 g (4.41 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Android 5.1 (Lollipop),Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDXC (dedicated slot),8GB 1GB RAM,"5 MP or 8 MP, f/2.0, AF","LED flash, HDR, panorama",,"VGA, f/2.8__or__2 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable",,,"Lemon Yellow, Charcoal Black, Pearl White, Glacier Gray, Sheer Gold, Glamour Red, Silver Blue",X014D,,,About 90 EUR,,,"2,275,022 hits",
82,Asus Zenfone Go ZB551KL,True,True,True,False,"2016, April. Released 2016, May",Discontinued,151 x 76.9 x 10.7 mm (5.94 x 3.03 x 0.42 in),160 g (5.64 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,,Android 5.1 (Lollipop),Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","8 MP or 13 MP, f/2.0, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Ion 3010 mAh, removable",,Up to 16 h (3G),"Charcoal Black, Pearl White, Lake Blue, Glacier Gray, Sheer Gold, Glamour Red, Floral Pink, Silver Blue","X013D, X013DC, X013DA, X013DB",,,About 150 EUR,,,"1,544,334 hits",
83,Asus Zenfone Go T500,True,True,True,False,"2016, April. Released 2016, April",Discontinued,146 x 73 x 9.9 mm (5.75 x 2.87 x 0.39 in),153 g (5.40 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),16GB 2GB RAM,"8 MP, AF",LED flash,1080p@30fps,"5 MP, f/2.2",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2500 mAh, removable",,,"Black, White",,,,About 110 EUR,,,"399,357 hits",
84,Asus Zenfone Go ZC451TG,True,True,False,False,"2015, December. Released 2015, December",Discontinued,135 x 67 x 10.1 mm (5.31 x 2.64 x 0.40 in),133.5 g (4.73 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,Android 5.1 (Lollipop),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1GB RAM,"5 MP, f/2.0, AF",LED flash,720p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1600 mAh, removable",,Up to 11 h (3G),"Charcoal Black, Pearl White, Rouge Pink, Flash Blue",Z00SD,,,About 70 EUR,,,"1,117,803 hits",
85,Asus Live G500TG,True,True,False,False,"2016, January. Released 2016, February",Discontinued,144.5 x 71 x 10 mm (5.69 x 2.80 x 0.39 in),140 g (4.94 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.0, AF",LED flash,Yes,"2 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2070 mAh, removable",,,"Rosa, Azul, Yellow",Z00YD,,,About 160 EUR,,,"504,814 hits",
86,Asus Zenwatch 2 WI501Q,True,False,False,False,"2015, September. Released 2015, September",Discontinued,49.6 x 40.7 x 10.9 mm (1.95 x 1.60 x 0.43 in),-,"Glass front (Gorilla Glass 3), stainless steel frame",No,IP67 dust/water resistant (up to 1m for 30 min)__Compatible with standard 22mm straps,AMOLED,1.63 inches,320 x 320 pixels (~278 ppi density),Corning Gorilla Glass 3,,Android Wear OS 2.1,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g,"4.1, LE",No,No,No,No,Accelerometer,"Li-Ion 400 mAh, non-removable",,,"Gunmetal, Silver, Rose gold",,,,About 150 EUR,,,"494,683 hits",
87,Asus Zenwatch 2 WI502Q,True,False,False,False,"2015, September. Released 2015, September",Discontinued,45.2 x 37.2 x 11.8 mm (1.78 x 1.46 x 0.46 in),-,"Glass front (Gorilla Glass 3), stainless steel frame",No,IP67 dust/water resistant (up to 1m for 30 min)__Compatible with standard 18mm straps,AMOLED,1.45 inches,280 x 280 pixels (~273 ppi density),Corning Gorilla Glass 3,,Android Wear OS 2.1,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,No,,,,,,Yes,No,Wi-Fi 802.11 b/g,"4.1, LE",No,No,No,No,Accelerometer,"Li-Ion 300 mAh, non-removable",,,"Gunmetal, Silver, Rose gold",,,,About 150 EUR,,,"207,581 hits",
88,Asus Zenwatch WI500Q,True,False,False,False,"2014, September. Released 2014, September",Discontinued,51 x 39.9 x 9.4 mm (2.01 x 1.57 x 0.37 in),75 g (50 g body) (2.65 oz),"Glass front (Gorilla Glass 3), stainless steel frame",No,IP55 dust and splash resistant__ Compatible with standard 22mm straps,AMOLED,1.63 inches,320 x 320 pixels (~278 ppi density),Corning Gorilla Glass 3,,Android Wear OS,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,No,,,,,,Yes,No,No,"4.0, A2DP",No,No,No,No,Accelerometer,"Li-Ion 370 mAh (1.4 Wh), non-removable",,,Silver/Rose gold,,,,About 100 EUR,,,"216,630 hits",
89,Asus Zenfone 2 Laser ZE551KL,True,True,True,False,"2015, November. Released 2015, November",Discontinued,152.4 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170.1 g (6.00 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,,"Android 5 (Lollipop), upgradable to 6.1 (Marshmallow), ZenUI 2",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, aptX","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",,,Silver,Z00TD,,,About 180 EUR,,,"1,367,361 hits",
90,Asus Zenfone Zoom ZX551ML,True,True,True,False,"2015, September. Released 2015, December",Discontinued,158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in),185 g (6.53 oz),,Micro-SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3590,Quad-core 2.5 GHz,PowerVR G6430,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.7-4.8, 28-84mm (periscope telephoto zoom), OIS, 3x optical zoom","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","18W wired, 60% in 40 min",,"Pure Black, Ceramic White",Z00XS,,,About 250 EUR,,,"1,119,053 hits",
91,Asus Zenpad 8.0 Z380M,True,False,False,False,"2016, April. Released 2016, May",Discontinued,209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in),350 g (12.35 oz),,No,,IPS LCD,"8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Oleophobic coating,,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT8163 (28 nm),,Mali-T720MP2,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM","5 MP, AF",,1080p@30fps,"2 MP, f/2.2",,,Yes,Yes,Wi-Fi 802.11 a/b/g/n,"4.0, A2DP, LE, aptX",GPS,No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",,Up to 8 h (multimedia),"Dark Gray, Pearl White, Rose Gold",,,,,,,"188,129 hits",
92,Asus Zenpad 10 Z300M,True,False,False,False,"2016, May. Released 2016, May",Discontinued,251.6 x 172 x 7.9 mm (9.91 x 6.77 x 0.31 in),490 g (1.08 lb),,No,,IPS LCD,"10.1 inches, 295.8 cm2 (~68.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Oleophobic coating,,Android 6.0 (Marshmallow),Mediatek MT8163 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","5 MP, AF",,Yes,2 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 a/b/g/n,"4.0, aptX","GPS, GLONASS",No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4890 mAh, non-removable (18 Wh)",,Up to 11 h (multimedia),"Dark Gray, Pearl White, Rose Gold",,,,,,,"194,946 hits",
93,Asus Zenpad 10 Z300C,True,False,False,False,"2015, June. Released 2015, June",Discontinued,251.6 x 172 x 7.9 mm (9.91 x 6.77 x 0.31 in),510 g (1.12 lb),,No,,IPS LCD,"10.1 inches, 295.8 cm2 (~68.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Corning Gorilla Glass,,Android 5.0 (Lollipop),Intel Atom x3-C3200,Quad-core,Mali-450MP4,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM, 32GB 2GB RAM","5 MP, AF__2 MP, no AF",,Yes,2 MPVGA,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4890 mAh, non-removable (18 Wh)",,Up to 8 h (multimedia),"Black, White, Aurora Metallic",,,,About 160 EUR,,,"753,587 hits",
94,Asus Zenfone Go ZC500TG,True,True,False,False,"2015, August. Released 2015, August",Discontinued,144.5 x 71 x 10 mm (5.69 x 2.80 x 0.39 in),135 g (4.76 oz),"Glass front, plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","8 MP, f/2.0, AF",LED flash,1080p@30fps,"2 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable",,,"Black, White, Red",Z00VD,,,About 130 EUR,,,"8,306,346 hits",
95,Asus Zenfone Max ZC550KL,True,True,True,False,"2015, August. Released 2016, January",Discontinued,156 x 77.5 x 10.6 mm (6.14 x 3.05 x 0.42 in),202 g (7.13 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,,"Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Reverse wired,Up to 38 h (3G),"Black, White","Z010D, Z010DA",,,About 170 EUR,__Basemark OS II 2.0: 624Basemark X: 1844,Endurance rating 121h,"12,318,646 hits",
96,Asus Zenfone 2 Deluxe ZE551ML,True,True,True,False,"2015, August. Released 2015, September",Discontinued,152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3580Intel Atom Z3560Intel Atom Z3590,Quad-core 2.3 GHzQuad-core 1.8 GHzQuad-core 2.5 GHz,PowerVR G6430,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","13 MP, f/2.0, AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","18W wired, 60% in 40 min",,"White, Pink, PurpleSilver Polygon/Carbon Night (Black) - Special Edition",,,0.35 W/kg (head) ,About 350 EUR,__Basemark OS II 2.0: 1090Basemark X: 12565,Endurance rating 59h,"3,142,199 hits",
97,Asus Zenfone 2 Laser ZE601KL,True,True,True,False,"2015, August. Released 2015, December",Discontinued,164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in),190 g (6.70 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@60fps","5 MP, f/2.0",,,"Yes, dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.1, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",,,"Glacier Gray, Sheer Gold, Glamour Red","Z011D, Z011DD",,,About 270 EUR,,,"2,083,987 hits",
98,Asus Zenfone 2 Laser ZE600KL,True,True,True,False,"2015, October. Released 2016, January",Discontinued,164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in),190 g (6.70 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR","1080p@30fps, 720p@60fps","5 MP, f/2.0",,,"Yes, dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.1, A2DP, EDR","GPS, GLONASS, BDS",No,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",,,"Glacier Gray, Sheer Gold, Glamour Red",Z00MD,,,About 310 EUR,,,"519,130 hits",
99,Asus Zenfone 2 Laser ZE550KL,True,True,True,False,"2015, August. Released 2015, September",Discontinued,152.5 x 77.2 x 10.8 mm (6.00 x 3.04 x 0.43 in),170 g (6.00 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm),Quad-core 1.2 GHz Cortex-A53Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 306Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",,,"Black, White, Red, Silver, Gold","Z00LD, Z00LDD",,,About 220 EUR,,,"7,705,548 hits",
100,Asus Zenfone 2 Laser ZE500KG,True,True,False,False,"2015, August. Released 2015, October",Discontinued,143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in),140 g (4.94 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,TFT,"5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","8 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, compass","Li-Ion 2040 mAh, removable",,,"Black, Ceramic White, Silver, Sheer Gold, Glamour Red","Z00RD, Z00WD",,,About 200 EUR,,,"2,224,688 hits",
101,Asus Zenfone 2 Laser ZE500KL,True,True,True,False,"2015, August. Released 2015, August",Discontinued,143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in),140 g (4.94 oz),"Glass front (Gorilla Glass 4), plastic back, plastic frame","Dual SIM (Micro-SIM, dual stand-by)",,TFT,"5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 4,,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","13 MP, f/2.0","Laser AF, Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 2400 mAh, removable",,,Black/Ceramic White/Silver/Purple/Aqua Blue/Sheer Gold/Glamour Red,Z00ED,,,About 210 EUR,,,"9,787,362 hits",
102,Asus Zenpad 7.0 Z370CG,True,True,False,False,"2015, August. Released 2015, August",Discontinued,189 x 110.9 x 8.7 mm (7.44 x 4.37 x 0.34 in),272 g (9.59 oz),,Micro-SIM,,IPS LCD,"7.0 inches, 142.1 cm2 (~67.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)","Corning Gorilla Glass, oleophobic coating",,Android 5.0 (Lollipop),Intel Atom x3-C3230,Quad-core,Mali-450MP4,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.0, AF",LED flash,Yes,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 3500 mAh, non-removable (13 Wh)",,Up to 8 h (multimedia),"Black, White, Aurora Metallic",,,,About 160 EUR,,,"809,339 hits",
103,Asus Zenfone 2E,True,True,True,False,"2015, July. Released 2015, July",Discontinued,148.1 x 71.4 x 10.9 mm (5.83 x 2.81 x 0.43 in),155.1 g (5.47 oz),,Micro-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 5.0 (Lollipop), ZenUI",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,microSDXC (dedicated slot),8GB 1GB RAM,"8 MP, AF","LED flash, panorama, HDR",1080p@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2500 mAh, non-removable",,Up to 19 h (3G),"Charcoal Black, Pearl White",,,,About 110 EUR,,,"856,123 hits",
104,Asus Pegasus 2 Plus,True,True,True,False,"2015, July. Released 2015, December",Discontinued,151.8 x 75.5 x 8.1 mm (5.98 x 2.97 x 0.32 in),156 g (5.50 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,Android 5.1.1 (Lollipop),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDHC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.1, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3030 mAh, non-removable",,,"Rose Gold, White",X550,,,About 300 EUR,,,"1,017,480 hits",
105,Asus Zenpad S 8.0 Z580CA,True,False,False,False,"2015, June. Released 2015, August",Discontinued,203.2 x 134.5 x 6.6 mm (8.0 x 5.30 x 0.26 in),298 g (10.51 oz),,No,,IPS LCD,"8.0 inches, 198.2 cm2 (~72.5% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~320 ppi density)",Corning Gorilla Glass 3,Active Pen support,Android 5.0 (Lollipop),Intel Atom Z3560 or Z3580,Quad-core,PowerVR G6430,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM, 64GB 4GB RAM",8 MP,,Yes,5 MP,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 a/b/g/n/ac,"4.1, LE","GPS, GLONASS",No,No,USB Type-C,"Accelerometer, compass","Li-Po 3950 mAh, non-removable (15.2 Wh)",,Up to 8 h (multimedia),"Black, White",,,,,,,"729,399 hits",
